"LD1" "LD2" "LD3"
"var1" 0.0386934418542977 -0.484585580559473 0.907706675298375
"var2" -0.991891826217241 0.77713563750948 -0.118430027993534
"var3" -1.77891099315911 -0.607882112030269 0.536833693358904
"var4" 1.60821257139664 1.06685673657596 -0.143210298668855
"var5" -0.0684558145302886 -1.45357585406574 -0.283712328603711
"var6" -0.604545135395009 0.122496569976396 -0.5980120411931
"var7" -0.584352387800011 0.0454449819704351 -0.932533254301079
"var8" -0.649172837115203 1.1311869839336 0.870664385822732
"var9" 1.46563994076638 -0.403718366293844 -0.220440723366518
"var10" 0.620991761709533 1.56561146533256 -0.0359065386284503
"var11" 0.414495455133585 -0.173889722050424 -0.0988516307288829
"var12" -0.0929796655454364 0.0622817807512379 0.106875614379659
"var13" 0.283828537438622 0.154666471706803 0.041574424853546
"var14" 0.14686071097194 -0.00387251724852167 -0.194000813124798
"var15" 0.190515681801127 -0.175344582489079 -0.200546141497122
"var16" 0.228917273258761 -0.076893999152182 -0.123731410887837
"var17" 0.20850472092196 -0.016276918938398 0.206788719683694
"var18" -0.0985940920005636 -0.14966668156186 0.0626435985721869
"var19" 0.185303938798434 -0.00241131914845126 0.0816268971131705
"var20" 0.0549371128654986 -0.112921208389919 -0.326880540797576
