"LD1" "LD2" "LD3"
"var1" 0.0690615152646325 0.359242101989072 -1.02180901360338
"var2" 1.30370281066832 -0.653517187265194 0.148133320240769
"var3" 2.05803444322872 0.795312116421938 -0.575853818387286
"var4" -1.66173644665677 -1.29946482473645 0.14572032725986
"var5" -0.321695636240905 1.54453707567916 0.299165188912894
"var6" 0.728641611744849 0.0132273354383723 0.607563012879534
"var7" 0.460517944565749 0.140458591681575 1.02589300270614
"var8" 1.16793303324465 -1.18821942557788 -0.919399805809529
"var9" -1.82767208996561 0.241624491012804 0.209376980762812
"var10" -0.410817273497378 -1.68993334295906 0.0600246505464463
"var11" -0.0752407318621373 0.0307615530952915 -0.152738168148114
"var12" 0.0419051708431693 -0.00213132230298947 -0.0168446458887901
"var13" -0.0436430756724185 -0.0913928961731672 -0.0304592012652566
"var14" 0.00129553890035251 -0.106454196709328 0.0240284235377486
"var15" -0.136101515238652 0.0668037428175417 0.0758996216788737
"var16" -0.0760625490631397 0.011430772223408 0.00569776045209053
"var17" -0.0646262572331046 -0.021066172578683 -0.238558648644173
"var18" -0.0340709592034463 0.136100269075072 -0.0342841173526068
"var19" -0.100106214546261 0.0360409676677241 -0.0489962431758356
"var20" -0.0613909092242407 -0.0353984844331339 0.188285288582326
