"LD1" "LD2" "LD3"
"var1" 0.0386934418543108 0.48458558055948 0.907706675298357
"var2" -0.991891826217218 -0.7771356375095 -0.118430027993531
"var3" -1.7789109931591 0.607882112030246 0.536833693358901
"var4" 1.60821257139665 -1.06685673657594 -0.143210298668855
"var5" -0.0684558145303236 1.45357585406575 -0.283712328603708
"var6" -0.604545135395009 -0.122496569976409 -0.598012041193095
"var7" -0.584352387800019 -0.0454449819704416 -0.932533254301071
"var8" -0.649172837115158 -1.13118698393362 0.870664385822723
"var9" 1.46563994076636 0.403718366293867 -0.220440723366517
"var10" 0.620991761709558 -1.56561146533256 -0.0359065386284487
"var11" 0.414495455133572 0.173889722050405 -0.0988516307288653
"var12" -0.0929796655454321 -0.0622817807512363 0.106875614379656
"var13" 0.28382853743862 -0.154666471706793 0.0415744248535454
"var14" 0.14686071097195 0.00387251724853868 -0.194000813124816
"var15" 0.190515681801142 0.175344582489073 -0.200546141497137
"var16" 0.228917273258769 0.0768939991521957 -0.123731410887854
"var17" 0.208504720921965 0.0162769189383793 0.2067887196837
"var18" -0.0985940920005644 0.149666681561842 0.0626435985721951
"var19" 0.185303938798454 0.00241131914847165 0.0816268971131437
"var20" 0.0549371128655317 0.112921208389908 -0.326880540797602
