"LD1" "LD2" "LD3"
"var1" 0.0386934418543028 0.484585580559476 -0.907706675298366
"var2" -0.99189182621723 -0.777135637509488 0.118430027993532
"var3" -1.77891099315911 0.60788211203026 -0.536833693358902
"var4" 1.60821257139664 -1.06685673657595 0.143210298668856
"var5" -0.0684558145303035 1.45357585406574 0.283712328603711
"var6" -0.60454513539501 -0.122496569976401 0.598012041193098
"var7" -0.584352387800013 -0.0454449819704383 0.932533254301075
"var8" -0.649172837115184 -1.13118698393361 -0.870664385822728
"var9" 1.46563994076637 0.403718366293854 0.220440723366517
"var10" 0.620991761709545 -1.56561146533256 0.0359065386284498
"var11" 0.414495455133579 0.173889722050416 0.098851630728875
"var12" -0.092979665545435 -0.0622817807512372 -0.106875614379659
"var13" 0.283828537438621 -0.154666471706799 -0.0415744248535463
"var14" 0.146860710971946 0.00387251724852956 0.194000813124808
"var15" 0.190515681801133 0.175344582489078 0.200546141497128
"var16" 0.228917273258764 0.0768939991521886 0.123731410887845
"var17" 0.208504720921962 0.0162769189383902 -0.206788719683698
"var18" -0.0985940920005659 0.149666681561853 -0.0626435985721908
"var19" 0.185303938798442 0.00241131914846016 -0.0816268971131589
"var20" 0.0549371128655126 0.112921208389916 0.326880540797588
