"LD1" "LD2" "LD3"
"var1" 0.0690615152646299 0.359242101989071 -1.02180901360338
"var2" 1.30370281066832 -0.653517187265191 0.148133320240769
"var3" 2.05803444322871 0.79531211642194 -0.575853818387286
"var4" -1.66173644665677 -1.29946482473645 0.145720327259861
"var5" -0.321695636240909 1.54453707567916 0.299165188912894
"var6" 0.728641611744849 0.0132273354383735 0.607563012879535
"var7" 0.46051794456575 0.140458591681576 1.02589300270614
"var8" 1.16793303324465 -1.18821942557788 -0.919399805809528
"var9" -1.82767208996561 0.241624491012801 0.209376980762812
"var10" -0.410817273497374 -1.68993334295906 0.0600246505464469
"var11" -0.075240731862138 0.0307615530952914 -0.152738168148114
"var12" 0.0419051708431697 -0.0021313223029885 -0.0168446458887902
"var13" -0.0436430756724189 -0.0913928961731672 -0.030459201265256
"var14" 0.00129553890035299 -0.106454196709328 0.024028423537749
"var15" -0.136101515238653 0.0668037428175414 0.0758996216788739
"var16" -0.07606254906314 0.0114307722234073 0.00569776045209025
"var17" -0.0646262572331048 -0.0210661725786828 -0.238558648644174
"var18" -0.0340709592034464 0.136100269075071 -0.0342841173526067
"var19" -0.100106214546261 0.0360409676677235 -0.048996243175836
"var20" -0.0613909092242408 -0.0353984844331338 0.188285288582327
