"LD1" "LD2" "LD3"
"var1" 0.0386934418543099 0.484585580559481 -0.907706675298359
"var2" -0.99189182621722 -0.777135637509496 0.118430027993531
"var3" -1.7789109931591 0.607882112030253 -0.536833693358901
"var4" 1.60821257139665 -1.06685673657594 0.143210298668855
"var5" -0.068455814530318 1.45357585406574 0.283712328603709
"var6" -0.604545135395009 -0.122496569976407 0.598012041193095
"var7" -0.584352387800019 -0.0454449819704419 0.932533254301071
"var8" -0.649172837115165 -1.13118698393362 -0.870664385822725
"var9" 1.46563994076636 0.403718366293861 0.220440723366518
"var10" 0.620991761709553 -1.56561146533256 0.0359065386284483
"var11" 0.414495455133574 0.173889722050407 0.0988516307288657
"var12" -0.092979665545431 -0.0622817807512363 -0.106875614379657
"var13" 0.283828537438619 -0.154666471706794 -0.0415744248535464
"var14" 0.146860710971946 0.00387251724853839 0.194000813124814
"var15" 0.190515681801143 0.175344582489072 0.200546141497135
"var16" 0.228917273258766 0.0768939991521946 0.123731410887853
"var17" 0.208504720921967 0.0162769189383791 -0.206788719683698
"var18" -0.0985940920005623 0.149666681561842 -0.0626435985721935
"var19" 0.185303938798452 0.0024113191484693 -0.0816268971131449
"var20" 0.0549371128655322 0.112921208389907 0.326880540797603
