"LD1" "LD2" "LD3"
"var1" 0.0386934418543004 -0.484585580559474 0.90770667529837
"var2" -0.99189182621723 0.777135637509487 -0.118430027993532
"var3" -1.7789109931591 -0.60788211203026 0.536833693358903
"var4" 1.60821257139664 1.06685673657595 -0.143210298668856
"var5" -0.0684558145303002 -1.45357585406574 -0.283712328603709
"var6" -0.604545135395009 0.122496569976399 -0.598012041193098
"var7" -0.584352387800012 0.0454449819704366 -0.932533254301075
"var8" -0.649172837115188 1.13118698393361 0.870664385822729
"var9" 1.46563994076637 -0.403718366293853 -0.220440723366518
"var10" 0.620991761709541 1.56561146533256 -0.0359065386284496
"var11" 0.41449545513358 -0.17388972205042 -0.0988516307288779
"var12" -0.0929796655454344 0.0622817807512376 0.106875614379658
"var13" 0.283828537438622 0.154666471706801 0.0415744248535458
"var14" 0.146860710971942 -0.00387251724852691 -0.194000813124803
"var15" 0.190515681801132 -0.175344582489077 -0.200546141497125
"var16" 0.228917273258763 -0.076893999152187 -0.123731410887843
"var17" 0.208504720921961 -0.0162769189383925 0.206788719683696
"var18" -0.0985940920005633 -0.149666681561855 0.0626435985721891
"var19" 0.18530393879844 -0.00241131914845664 0.0816268971131623
"var20" 0.0549371128655071 -0.112921208389917 -0.326880540797584
