"LD1" "LD2" "LD3"
"var1" -0.0386934418543098 0.484585580559481 0.907706675298356
"var2" 0.991891826217218 -0.777135637509498 -0.118430027993531
"var3" 1.77891099315909 0.60788211203025 0.5368336933589
"var4" -1.60821257139664 -1.06685673657594 -0.143210298668856
"var5" 0.0684558145303201 1.45357585406575 -0.283712328603709
"var6" 0.604545135395009 -0.122496569976407 -0.598012041193095
"var7" 0.584352387800019 -0.045444981970442 -0.932533254301069
"var8" 0.649172837115162 -1.13118698393362 0.870664385822722
"var9" -1.46563994076636 0.403718366293864 -0.220440723366517
"var10" -0.620991761709553 -1.56561146533256 -0.0359065386284485
"var11" -0.414495455133571 0.173889722050405 -0.0988516307288646
"var12" 0.092979665545431 -0.0622817807512363 0.106875614379656
"var13" -0.283828537438618 -0.154666471706794 0.0415744248535455
"var14" -0.146860710971947 0.00387251724853913 -0.194000813124816
"var15" -0.190515681801144 0.175344582489072 -0.200546141497136
"var16" -0.228917273258769 0.0768939991521961 -0.123731410887854
"var17" -0.208504720921967 0.0162769189383765 0.206788719683699
"var18" 0.0985940920005621 0.149666681561841 0.0626435985721938
"var19" -0.185303938798454 0.00241131914847002 0.0816268971131433
"var20" -0.0549371128655347 0.112921208389907 -0.326880540797606
