"LD1" "LD2" "LD3"
4.05876475815732 5.15570141339502 3.03206605948563
8.82006072062216 -4.27707652545091 -1.45357787653287
3.4744135957873 5.953414327267 3.77164482073403
-0.606206628798174 2.42708699258843 -4.48863416074868
-10.2228810306455 -2.66992329345255 0.862878791061646
2.40535084237476 5.00947214916487 2.66647418906652
-10.9903324346253 -3.45135665440982 0.440455936643042
4.22930191843061 6.34116008468878 1.72539657499185
-11.1415991768201 -3.81038624908416 1.67251445030722
9.2356748315491 -6.79803916731791 0.432959560976631
0.48828614144251 4.25967880508742 -4.47153760044068
7.77479544244664 -6.4950713685283 -0.759933801357743
2.80227918900619 7.30089376736861 4.04034133738147
8.16741394643643 -6.01373371152301 -0.553704390352721
-11.2626918431282 -2.95759022982006 1.26453738737763
3.52636749761524 5.89658339440707 3.65842570511461
3.75716716218419 6.27082945887488 1.30774190065961
-10.6759750851428 -1.35146559384042 2.39722986962198
-2.18501199301109 4.53177349765172 -4.68642547420451
0.0576307344296791 5.31856930443155 -4.05411300099549
-1.87540113599174 6.02136124087213 -3.33206830256747
-10.1511456162525 -3.33624511843222 1.02697231160861
7.18847357481136 -4.32410001820081 -0.395891227143745
-0.481052281529297 5.35627064742684 -5.04247933184513
-12.0466402774693 -2.48607688172433 1.32317086190199
2.25787825028896 6.14642729064482 2.27679578442705
7.91684961750068 -7.17034503988382 -0.596136327850635
3.08449804957585 6.1074536967139 1.40453918002842
9.1080029499842 -7.0707607698295 -1.7441115867516
2.9553324523038 7.20649868800346 0.820840109033908
5.70086028593845 -6.81181173349177 -1.97939513634893
3.04841745122439 7.20307250700744 2.15577583679031
9.12681906302972 -8.32317046879625 1.45531711087733
-11.0357144757434 -4.54910039255226 1.17012428409872
-10.4401136675418 -4.11757035478142 0.437140808129677
7.16505877896349 -5.80306077034385 0.161520750559577
-11.2752639397033 -4.57063624220759 0.308133683850275
-0.431208550877668 3.98333667845539 -3.91710155561299
1.9295792196187 6.28584245081576 3.36225249786553
-10.4325818169768 -3.44426249075254 0.800057191247525
8.16158008547675 -6.39395979507706 0.0412243708574776
-12.4876266337987 -4.25840653176637 -0.420854940212576
6.71086574785837 -5.71591738193863 -1.51338779977214
3.90349585152778 5.26034353597927 1.53909647750954
8.71693119610114 -6.55089854813005 -0.141932747935256
-2.01173263231215 3.18195444895234 -4.29117135082348
2.20011623548077 5.54680120335824 2.32055756151953
1.96976131414102 5.77161993193709 2.08398021088986
0.426933711287346 5.40797201609895 -3.62692328892156
-1.35060464265809 4.33174482412112 -4.01424836853036
4.51777273920751 7.29878760434695 1.65864690659849
1.38411543926354 6.25139540471372 2.92116861358374
-8.47809795345464 -4.62113128554936 0.452823922509556
2.06986697676148 8.31632856681811 1.03117356964571
-1.24307476694217 3.46303658201768 -2.75257197973502
-10.7737794961298 -5.80768119275347 1.91123389276192
3.13639087824481 6.95302336505409 2.353350755319
-10.8073726945389 -4.96797395817311 0.646886726102178
2.6985780855419 5.5909831557627 2.64648118354143
7.24715785212006 -5.21410096841671 0.617403233548445
-10.1832062818749 -3.13090672399483 1.20030754333204
-10.2379238594488 -5.00144364609019 0.211998343015404
1.19083559487106 6.51398291905933 4.34833068367324
-2.36668330117838 4.28411413042038 -4.67377718004962
6.61088449001525 -6.90028115502789 -2.78341773989316
7.33004110274466 -7.5155016368507 -1.10710514560964
7.12935590736348 -5.82090908821263 0.140182686092624
3.72614507720937 6.3865567313602 1.75646410545275
1.99820433171335 6.23374490805458 3.55825328462805
9.54627562494082 -4.93003315303296 0.247194577351217
8.7877529317635 -5.71049755623567 0.795243948240035
-1.31520227390612 3.58513760812795 -2.64960081114513
0.145440339462083 3.37077700506598 -4.51539899340054
-0.397819288097178 2.88497519233898 -5.03656149002224
-11.8172737103399 -4.13766647970685 -0.83282352366753
-2.83466960406122 3.87672164531131 -4.31541802473231
3.18432822061879 7.98642501268685 0.965242347000496
1.81848869110986 7.4732278483166 1.90227301569659
7.87581274132135 -4.60235918647393 -0.0216248706186111
8.94397151309609 -5.67055783680102 0.238713297577003
2.09410386343682 6.77326609313641 2.04459470079239
-2.86430393504691 2.90497812920838 -3.87095420360074
2.91346260556163 6.01864067556419 3.26947757961631
2.22542196636741 5.77527944205306 3.58895235680479
8.2136924984253 -6.25058668470488 -1.1332345188757
8.76405658193459 -5.04079031959837 -1.82938029826087
1.02549123235512 7.20391516270024 3.1950845991548
-1.74194155947418 2.1026276013653 -5.16855536531217
-11.1566601953865 -2.98921505738212 1.14556917936365
-11.3788748758887 -3.82995578610412 0.760930733907493
3.64573189228835 6.02235962127027 2.32054902144441
8.67230543215004 -6.26495569513536 -1.09223950996834
-9.03949817795026 -2.57321247489034 0.302449221695603
