"LD1" "LD2" "LD3"
"var1" -0.180772063991945 -0.40279395533831 -0.853836269521223
"var2" 1.06611254186337 0.663362840151529 0.114949516912108
"var3" 1.60962262272722 -0.736527329218732 -0.534002639109708
"var4" -1.40654837691805 1.18942752920126 0.153080866037162
"var5" -0.119157904035907 -1.43773932252032 0.272912901851003
"var6" 0.636213770479627 0.0345719906304609 0.583105815791712
"var7" 0.612728500925306 -0.0518617435137236 0.900962488284333
"var8" 0.726677901699752 1.09245995711583 -0.836316070329218
"var9" -1.45740793025098 -0.26888991136083 0.218699787680748
"var10" -0.388860276869304 1.58849995931732 0.0457300322893977
"var11" -0.316280562207083 -0.203846810137641 0.039172488464679
"var12" 0.0876765730090449 0.051438557281989 -0.127274057604259
"var13" -0.277519824205757 0.195901064102649 -0.0213999294381301
"var14" -0.199577792855222 0.0337880352282764 0.193735496590906
"var15" -0.192839334152192 -0.176337646883571 0.162691142884919
"var16" -0.319894301711389 0.0318675705499968 0.256728704908982
"var17" -0.117544720283298 -0.0700162592824573 -0.309688296752518
"var18" 0.111642802403142 -0.155811374668413 -0.0178109371331739
"var19" -0.298582505875034 0.107152048590344 0.021405133653686
"var20" -0.095666068314564 -0.0888475551981181 0.349206094513486
