"LD1" "LD2" "LD3"
"var1" 0.0386934418543039 0.484585580559478 0.907706675298366
"var2" -0.991891826217227 -0.77713563750949 -0.118430027993533
"var3" -1.77891099315911 0.607882112030257 0.536833693358903
"var4" 1.60821257139665 -1.06685673657595 -0.143210298668855
"var5" -0.0684558145303075 1.45357585406574 -0.28371232860371
"var6" -0.604545135395009 -0.122496569976404 -0.598012041193097
"var7" -0.584352387800015 -0.0454449819704403 -0.932533254301076
"var8" -0.64917283711518 -1.13118698393361 0.870664385822729
"var9" 1.46563994076637 0.403718366293857 -0.220440723366518
"var10" 0.620991761709548 -1.56561146533256 -0.0359065386284489
"var11" 0.414495455133579 0.173889722050417 -0.0988516307288744
"var12" -0.092979665545434 -0.0622817807512375 0.106875614379658
"var13" 0.283828537438621 -0.154666471706798 0.0415744248535462
"var14" 0.146860710971943 0.00387251724853083 -0.194000813124807
"var15" 0.190515681801134 0.175344582489076 -0.200546141497129
"var16" 0.228917273258764 0.0768939991521893 -0.123731410887845
"var17" 0.208504720921963 0.0162769189383881 0.206788719683697
"var18" -0.0985940920005633 0.149666681561851 0.0626435985721903
"var19" 0.185303938798444 0.00241131914846079 0.081626897113157
"var20" 0.0549371128655146 0.112921208389914 -0.32688054079759
