"LD1" "LD2" "LD3"
"var1" -0.0386934418543101 -0.484585580559484 0.907706675298354
"var2" 0.99189182621721 0.777135637509507 -0.11843002799353
"var3" 1.7789109931591 -0.607882112030237 0.536833693358899
"var4" -1.60821257139666 1.06685673657593 -0.143210298668856
"var5" 0.0684558145303379 -1.45357585406575 -0.283712328603709
"var6" 0.604545135395009 0.122496569976414 -0.598012041193094
"var7" 0.584352387800021 0.0454449819704475 -0.932533254301069
"var8" 0.649172837115145 1.13118698393362 0.870664385822722
"var9" -1.46563994076635 -0.403718366293877 -0.220440723366518
"var10" -0.620991761709572 1.56561146533256 -0.035906538628448
"var11" -0.414495455133568 -0.173889722050404 -0.0988516307288613
"var12" 0.0929796655454297 0.0622817807512356 0.106875614379655
"var13" -0.283828537438619 0.154666471706789 0.0415744248535453
"var14" -0.146860710971951 -0.00387251724854129 -0.19400081312482
"var15" -0.190515681801145 -0.175344582489071 -0.200546141497138
"var16" -0.228917273258771 -0.076893999152199 -0.123731410887857
"var17" -0.208504720921967 -0.0162769189383767 0.206788719683701
"var18" 0.098594092000566 -0.149666681561837 0.0626435985721964
"var19" -0.185303938798457 -0.00241131914847527 0.081626897113138
"var20" -0.0549371128655384 -0.112921208389906 -0.32688054079761
