"LD1" "LD2"
9.48891781368488 5.15682310289168
-7.88594487185924 3.7273910453656
1.39221437855234 -7.0199905205695
7.92301353182255 6.7323637407061
0.477992722938407 -4.56525199375018
0.148771098219814 -5.60556623428919
2.76508220357062 -5.21869891379267
9.78795773640774 4.22769743733091
0.427547563017126 -6.12265909549666
0.422275631490899 -7.06544227802559
-8.97525858269461 4.20232761319383
8.80993683186902 6.44595165088944
0.584688186555712 -3.50763549156972
-9.92804156641546 5.4937379325888
1.62628064212201 -5.56880712677797
-9.80794419069852 4.00451682086576
-9.89773715197705 4.72891088113607
9.53082102521075 5.79377694579892
-9.95299834893444 2.41426252116705
-0.0649315173146664 -6.1563025763853
-0.665219091786933 -5.24410241912152
0.14892260180808 -4.57101640456243
-10.0861865937873 5.33410508649867
9.29019230551513 5.97689703659532
-10.3244795200292 2.12385084459401
-8.90501976501345 4.121756118797
-0.0788612441964099 -4.62037896885269
1.28611684748892 -5.17691643056832
9.69697804861843 5.84649112807276
0.321788234541107 -6.32857209480634
1.45144838993657 -4.00437909449695
1.22131297983179 -4.74592622926037
-9.3214131878094 3.86772666604614
-1.09080208857188 -1.78216542482927
9.21022167405976 5.70107289100447
2.25168728209566 -4.80684214847561
8.35045877232955 5.14042270078782
8.53067821847767 7.05902366306194
7.43159374473516 5.21935081481802
-9.48682816869656 3.40003325823268
0.601428658102607 -4.72398128727286
-9.18440270670879 4.29653061736536
0.458266406089487 -3.69212120999622
7.65784822317564 6.36967208057487
10.910426554414 4.62647193964632
2.31317238577082 -4.52866908071247
-8.30740603409109 4.3153643581536
9.5339734504886 5.07311843673444
1.02166923490322 -5.63161733882617
2.30969633091146 -5.66906107879384
0.923531584966479 -4.31230943195483
9.72688665344519 5.47236867475618
0.567760775872721 -6.4542109115814
0.0639431012951153 -4.85831142698792
7.01678204767624 4.53197826806966
8.56898957982538 4.48705080069961
-0.152716451404392 -3.0671163564311
1.73260300278998 -5.12023377415732
