"LD1" "LD2" "LD3"
"var1" 0.069061515264632 0.359242101989072 -1.02180901360338
"var2" 1.30370281066832 -0.653517187265192 0.148133320240769
"var3" 2.05803444322871 0.795312116421941 -0.575853818387285
"var4" -1.66173644665677 -1.29946482473645 0.145720327259861
"var5" -0.321695636240908 1.54453707567916 0.299165188912894
"var6" 0.728641611744849 0.0132273354383749 0.607563012879534
"var7" 0.46051794456575 0.140458591681575 1.02589300270614
"var8" 1.16793303324465 -1.18821942557788 -0.919399805809529
"var9" -1.82767208996561 0.241624491012802 0.209376980762813
"var10" -0.410817273497374 -1.68993334295906 0.0600246505464468
"var11" -0.0752407318621377 0.0307615530952917 -0.152738168148114
"var12" 0.0419051708431697 -0.00213132230298831 -0.0168446458887915
"var13" -0.0436430756724193 -0.0913928961731678 -0.0304592012652562
"var14" 0.00129553890035306 -0.106454196709329 0.0240284235377496
"var15" -0.136101515238653 0.0668037428175406 0.0758996216788729
"var16" -0.0760625490631401 0.0114307722234067 0.00569776045209155
"var17" -0.0646262572331046 -0.021066172578683 -0.238558648644174
"var18" -0.0340709592034467 0.13610026907507 -0.0342841173526068
"var19" -0.100106214546261 0.036040967667724 -0.048996243175836
"var20" -0.0613909092242411 -0.0353984844331335 0.188285288582328
