"LD1" "LD2" "LD3"
"var1" 0.180772063991943 0.40279395533831 0.853836269521222
"var2" -1.06611254186336 -0.663362840151532 -0.114949516912108
"var3" -1.60962262272722 0.736527329218726 0.534002639109707
"var4" 1.40654837691805 -1.18942752920125 -0.153080866037161
"var5" 0.119157904035901 1.43773932252032 -0.272912901851004
"var6" -0.636213770479625 -0.0345719906304627 -0.583105815791713
"var7" -0.612728500925305 0.0518617435137215 -0.900962488284332
"var8" -0.726677901699747 -1.09245995711584 0.836316070329218
"var9" 1.45740793025098 0.268889911360834 -0.218699787680747
"var10" 0.38886027686931 -1.58849995931732 -0.0457300322893977
"var11" 0.316280562207082 0.203846810137643 -0.0391724884646791
"var12" -0.0876765730090434 -0.0514385572819897 0.127274057604258
"var13" 0.277519824205757 -0.195901064102648 0.0213999294381301
"var14" 0.199577792855221 -0.0337880352282758 -0.193735496590906
"var15" 0.19283933415219 0.176337646883571 -0.162691142884917
"var16" 0.31989430171139 -0.0318675705499955 -0.256728704908982
"var17" 0.117544720283298 0.0700162592824566 0.309688296752518
"var18" -0.111642802403144 0.155811374668414 0.0178109371331733
"var19" 0.298582505875032 -0.107152048590343 -0.0214051336536847
"var20" 0.0956660683145638 0.0888475551981191 -0.349206094513486
