"LD1" "LD2" "LD3"
"var1" -0.0690615152646316 -0.359242101989072 -1.02180901360338
"var2" -1.30370281066831 0.653517187265195 0.148133320240768
"var3" -2.05803444322871 -0.795312116421936 -0.575853818387286
"var4" 1.66173644665677 1.29946482473645 0.145720327259861
"var5" 0.321695636240903 -1.54453707567916 0.299165188912894
"var6" -0.728641611744848 -0.013227335438371 0.607563012879533
"var7" -0.460517944565749 -0.140458591681575 1.02589300270614
"var8" -1.16793303324465 1.18821942557788 -0.919399805809529
"var9" 1.82767208996561 -0.241624491012806 0.209376980762812
"var10" 0.410817273497381 1.68993334295906 0.0600246505464466
"var11" 0.0752407318621377 -0.0307615530952913 -0.152738168148114
"var12" -0.041905170843169 0.00213132230298878 -0.0168446458887908
"var13" 0.0436430756724195 0.091392896173168 -0.030459201265257
"var14" -0.00129553890035323 0.106454196709328 0.0240284235377492
"var15" 0.136101515238652 -0.0668037428175426 0.0758996216788741
"var16" 0.0760625490631393 -0.011430772223408 0.00569776045209109
"var17" 0.0646262572331049 0.0210661725786822 -0.238558648644173
"var18" 0.034070959203446 -0.136100269075071 -0.0342841173526066
"var19" 0.10010621454626 -0.0360409676677245 -0.0489962431758356
"var20" 0.0613909092242414 0.0353984844331344 0.188285288582326
