"LD1" "LD2" "LD3"
"var1" 0.180772063991945 -0.40279395533831 -0.853836269521222
"var2" -1.06611254186336 0.66336284015153 0.114949516912109
"var3" -1.60962262272722 -0.736527329218728 -0.534002639109708
"var4" 1.40654837691805 1.18942752920126 0.153080866037162
"var5" 0.119157904035905 -1.43773932252032 0.272912901851003
"var6" -0.636213770479625 0.0345719906304617 0.583105815791714
"var7" -0.612728500925305 -0.0518617435137232 0.900962488284333
"var8" -0.726677901699751 1.09245995711584 -0.836316070329217
"var9" 1.45740793025098 -0.268889911360833 0.218699787680748
"var10" 0.388860276869307 1.58849995931732 0.0457300322893987
"var11" 0.316280562207083 -0.203846810137643 0.0391724884646794
"var12" -0.0876765730090438 0.051438557281989 -0.127274057604258
"var13" 0.277519824205758 0.195901064102648 -0.0213999294381291
"var14" 0.19957779285522 0.0337880352282774 0.193735496590905
"var15" 0.192839334152189 -0.17633764688357 0.162691142884916
"var16" 0.319894301711391 0.0318675705499959 0.256728704908982
"var17" 0.117544720283297 -0.070016259282456 -0.309688296752518
"var18" -0.111642802403144 -0.155811374668412 -0.0178109371331738
"var19" 0.298582505875032 0.107152048590343 0.0214051336536853
"var20" 0.0956660683145661 -0.088847555198119 0.349206094513487
