"LD1" "LD2" "LD3"
"var1" -0.0386934418543038 0.484585580559476 0.907706675298366
"var2" 0.99189182621723 -0.777135637509487 -0.118430027993532
"var3" 1.7789109931591 0.60788211203026 0.536833693358903
"var4" -1.60821257139664 -1.06685673657595 -0.143210298668855
"var5" 0.0684558145303028 1.45357585406574 -0.28371232860371
"var6" 0.604545135395008 -0.122496569976401 -0.598012041193097
"var7" 0.584352387800013 -0.0454449819704376 -0.932533254301075
"var8" 0.649172837115185 -1.13118698393361 0.870664385822727
"var9" -1.46563994076637 0.403718366293853 -0.220440723366517
"var10" -0.620991761709542 -1.56561146533256 -0.0359065386284496
"var11" -0.414495455133579 0.173889722050416 -0.0988516307288744
"var12" 0.0929796655454335 -0.0622817807512373 0.106875614379658
"var13" -0.283828537438621 -0.154666471706799 0.0415744248535451
"var14" -0.146860710971944 0.00387251724852965 -0.194000813124807
"var15" -0.190515681801134 0.175344582489077 -0.200546141497127
"var16" -0.228917273258764 0.0768939991521884 -0.123731410887844
"var17" -0.208504720921963 0.0162769189383893 0.206788719683697
"var18" 0.0985940920005642 0.149666681561852 0.0626435985721905
"var19" -0.185303938798443 0.00241131914845899 0.081626897113159
"var20" -0.0549371128655131 0.112921208389916 -0.326880540797589
