"LD1" "LD2" "LD3"
"var1" -0.0386934418543034 -0.484585580559477 0.907706675298368
"var2" 0.991891826217231 0.777135637509487 -0.118430027993533
"var3" 1.7789109931591 -0.607882112030262 0.536833693358904
"var4" -1.60821257139664 1.06685673657595 -0.143210298668855
"var5" 0.0684558145303012 -1.45357585406574 -0.283712328603711
"var6" 0.60454513539501 0.122496569976401 -0.598012041193097
"var7" 0.584352387800014 0.045444981970438 -0.932533254301077
"var8" 0.649172837115186 1.13118698393361 0.87066438582273
"var9" -1.46563994076637 -0.403718366293852 -0.220440723366518
"var10" -0.620991761709542 1.56561146533256 -0.0359065386284482
"var11" -0.41449545513358 -0.173889722050416 -0.098851630728875
"var12" 0.0929796655454342 0.0622817807512372 0.106875614379659
"var13" -0.283828537438621 0.154666471706799 0.041574424853546
"var14" -0.146860710971943 -0.00387251724852873 -0.194000813124806
"var15" -0.190515681801133 -0.175344582489077 -0.200546141497128
"var16" -0.228917273258763 -0.0768939991521877 -0.123731410887844
"var17" -0.208504720921962 -0.0162769189383907 0.206788719683696
"var18" 0.0985940920005644 -0.149666681561853 0.0626435985721898
"var19" -0.185303938798442 -0.00241131914845853 0.081626897113159
"var20" -0.0549371128655114 -0.112921208389915 -0.326880540797587
