var1 var2 var3 var4 var5 var6 var7 var8 var9 var10 var11 var12 var13 var14 var15 var16 var17 var18 var19 var20
28.1249248754784 23.2743691436067 4.8839318484441 6.92108375426534 21.3969992490281 29.9101123321354 20.9307325371602 13.9163854999585 20.5704332873526 20.3578683027895 19.041203786798 16.6606817431639 20.4661415255907 21.6231378337575 27.3077711025325 18.3534456537939 12.9914659080449 21.4044484994303 24.2067594338308 28.3101274199681
8.50218195802282 18.9706234029828 16.0692829896733 0.190564095705462 13.8894220316967 26.7386593493655 15.892292995798 10.7749772700371 21.2971278155933 26.1171042237569 19.9667032804859 22.7275766215622 29.8183790843753 22.4819881178753 22.3601894361594 29.6193337752508 24.0791670233948 23.7042966630339 29.131481977145 17.130278815888
17.4103390348388 10.7092948207496 7.65439845350021 9.3337048894504 13.2859961380637 4.95494177439975 26.4635207136001 10.7567179707973 25.1304114652146 31.5385143723114 18.0507484084941 20.9238092151059 15.9693471839308 21.3992568158092 20.2305720086043 18.4522889538368 25.1027884466375 17.2814403757034 19.7640989875643 32.9212616614188
16.7517518018156 9.25313809618778 8.7081795133532 5.68198515301341 8.90152743049034 6.98940998476272 26.4738761031719 14.2855275982397 25.016514167181 27.8603025701231 27.6974980572666 8.5117169732202 15.5945997643386 14.2156064686195 16.026853628645 28.4732631479258 20.652016887765 19.2453311924349 22.7296626005053 19.5226445942262
11.0622575080275 9.37188022569083 5.82636873972946 5.80610481560801 6.36142529017823 8.57063555820452 26.0432010936615 13.0442668957794 27.2404544284301 29.0912417473364 7.73457702815708 24.3544789594618 29.4470846144487 25.0237265933315 21.0263940574774 17.5640819667288 19.5675785511359 15.6764185506314 15.2030001286782 25.2327436463783
8.79504627569667 19.3164655687579 15.0808430809901 8.87415689304466 26.5445332387967 23.8777271321155 14.0365447016714 11.5706442121536 21.5285473256841 24.0754200268994 9.35400204981209 17.792597117432 25.2283159711268 14.2664816872137 15.5791650912365 32.6247518661914 16.0331664082161 16.0486639813507 23.7715250866575 16.292026740155
5.30243029899186 22.8679529674646 15.6868243238212 9.42162415256539 19.4250805007717 25.5784556531903 16.3645961697574 13.1715483631905 21.3137338147678 22.9256387131507 3.61213906827401 15.859453694231 1.14690180590204 18.3536774258544 26.2760316560103 9.23834347328718 24.452397352661 18.6278891941417 20.0326479222891 13.0149745415731
15.3235405468452 4.7634477584766 7.78028567064874 6.92331218309461 14.2445344664863 8.10314685170265 25.1581695083174 15.9114467361711 23.5111794534933 24.9552928850431 20.6115302709251 11.1290435995951 28.9302605699378 21.7372229071026 16.4690171656233 12.4633632671101 16.5179322947248 12.6186203662679 13.2706992899903 21.7255955620656
25.1948871470631 28.4589186449801 2.84251876618527 9.54146982345318 18.2765546757681 16.1893631128904 10.8513300745139 21.1636811138669 26.1609896860748 8.7821444112368 8.90088493202654 19.483959359863 22.2345184390779 23.3730184149938 25.55163373027 27.6283049786589 17.1312823220764 13.0335448007155 17.4500252139766 19.0082589285674
15.6427423915534 10.0903974646461 7.46738365159961 4.95643211289502 9.38087080528126 5.81548211979051 26.7713689177429 8.46110254886606 26.6138262239946 25.0176922775991 34.1989267308571 21.4140872861039 38.5395685309853 24.5725228065181 16.0664572956215 26.121302530383 25.8267096383287 22.7692838741164 29.0706765473627 10.163511832223
16.3685623720163 10.5915331254671 6.31020914119966 6.47792063425562 8.813161408129 7.12536738402091 26.2708295334597 16.0397533498187 26.9990702674144 26.0269192338696 25.2246134455555 11.5553385482587 25.8407221963104 11.6531254541019 14.4182970795305 4.6649636628635 22.412934213164 21.2406838339579 19.5880682716443 29.5979795279945
22.0116254131885 27.8167809133074 5.99917791455166 9.62905521129392 24.764706897324 19.6446848483066 13.6923409390522 17.1270828225514 27.7584553565815 21.3446708542832 21.1998532395263 24.5034966090715 27.7565885327333 25.9505311509382 24.2252864478338 35.1825698389429 21.4234355308471 14.54993429383 15.3745954670305 17.2921140405566
4.80003367156721 21.8157764763749 16.9175088143987 6.20386737960909 22.1169151063203 24.5404972843558 15.3163966983705 9.42398634366848 20.4262258813255 28.1416937450194 28.3576063563366 23.4632359286725 1.62039444015659 28.743662371437 14.0788313558215 3.23373814001328 23.2336137379453 16.8069187743443 19.2552702890159 2.779666976894
20.2222613161046 30.6771354342508 6.51097298638097 7.05803013142223 17.0007583464495 15.9607420646214 11.7979576425569 21.8609799624056 25.6410246542546 15.4785372746682 25.7188214841385 12.230868304206 6.92797648687998 19.3455026770505 26.4507008005106 31.5063534870577 24.6684185833212 11.2915624349698 17.0688955766517 12.0967454610025
19.3009084750722 31.6007379556435 4.29799265026699 5.93440497138402 18.9794885594612 19.5396983042109 10.6187689042898 20.7830043371438 26.2521488018391 10.1339335689744 12.9379283929413 22.1264977925405 5.38692970735944 19.5787053311252 18.4730224352994 21.875898970214 19.265526889226 26.5952485125392 15.9774462115926 20.4192961177128
27.4709481256255 23.5072656967579 6.33508571111338 7.04067489602885 19.3321490421962 28.7967828312543 24.7906191472998 16.8115572637756 18.0614528719167 20.4094593044136 22.8991435349283 20.5272459867209 19.8275718011225 23.6647085159199 24.3823823672467 22.6687821972755 18.0411141775844 23.6358193835789 19.6926776180287 12.2410400330337
4.1018846122007 20.9941282966137 16.7161214608238 5.19623419897656 25.8296615863537 27.3789150504095 16.1585110536544 14.2389856895299 21.8386110666073 24.6814006074461 16.7153232816623 10.825185340387 -1.29547443162022 21.8054563257157 12.3826287202603 18.8975438581545 24.5441413730517 16.5041993220822 26.0412779750513 6.45616851140098
21.4785387768213 26.4032118882922 5.09897485749404 3.35164914646585 16.9632290021156 14.2320901789791 10.0370428617902 17.0833149209252 27.1564840096313 17.7975761245125 14.4077756873723 16.1141629602056 39.419475019973 25.6176036303822 21.1169571703473 18.813508258361 17.6936981934078 9.57438223438625 18.5505363540589 31.3627544223368
7.63426142009954 13.4534354877405 15.036848799196 7.10021830285024 24.2233870262152 25.3168048293809 15.4383632592782 12.7805546306365 21.477311312904 25.9812510343935 23.0576498291914 20.7242304772471 33.3017838674999 23.0254999791473 17.4437957289299 28.5509710731801 19.47304913344 15.7074909910053 21.0836211444719 37.2736740297339
11.5202068794483 8.91831758252577 8.36393746737379 3.13267254584538 8.41115908847851 8.10362347412667 26.1240235055454 13.3054389928523 26.185641665329 31.6543355733324 16.7982403265851 15.4996846661421 0.208146502209871 15.6915143342879 18.4486239603544 32.0140372808642 16.9502132502545 39.220001539749 22.7319567655097 34.621372276485
21.0263253314228 26.4717155165091 7.20511528406227 9.71459730417335 16.4958041969181 19.0726781582332 11.516505696096 18.5220841393873 28.2020451101855 14.2091159883161 18.0946161447192 23.2358121223257 3.21334951304022 16.0908114186049 27.4997289118299 26.1506502960491 17.1562283481355 22.1780362211631 22.0585981350975 29.3930411968368
29.1036348610944 21.9648807739313 5.88212459162793 6.51334282328625 17.9689974230153 27.7479721747856 22.7129713403665 19.2318038878759 17.474476400091 22.4824246136484 3.79858401407286 24.7560467551881 31.6512097434035 24.1132885194495 19.0385500020667 17.4060190305585 18.2109059207889 17.6579957048637 19.5940732641015 27.5348634378352
12.5206074535926 5.13030582493615 7.85766829978185 6.47953085645452 10.2746971937152 5.0492479855945 24.4850155008174 10.6519378505167 25.7948262759687 27.7215471896452 23.601311953826 10.2311368203574 42.9089476944415 16.9078588963575 19.1381663609575 11.3641723034956 19.6523554029425 21.4449021213893 23.2144769912923 25.2086708452505
